Postcode,Area,District,Total,Males,Females,Occupied_Households
L20 7HL,L20,7HL,12,7,5,11
L20 7HN,L20,7HN,13,9,4,11
L20 7HQ,L20,7HQ,15,7,8,12
L20 7HR,L20,7HR,11,7,4,9
L20 7JH,L20,7JH,33,14,19,12
L20 7JJ,L20,7JJ,16,5,11,6
L20 8BX,L20,8BX,2,1,1,1
L20 8EE,L20,8EE,1,0,1,1
L20 8LA,L20,8LA,12,7,5,5
L20 8LD,L20,8LD,4,3,1,3
L20 8LF,L20,8LF,12,7,5,7
L20 8LG,L20,8LG,21,13,8,10
L20 8LJ,L20,8LJ,5,3,2,3
L20 8LX,L20,8LX,80,42,38,45
L20 8LY,L20,8LY,53,26,27,21
L20 8NA,L20,8NA,50,20,30,21
L20 8NB,L20,8NB,22,12,10,7
L20 8ND,L20,8ND,31,15,16,11
L20 9AA,L20,9AA,107,55,52,47
L20 9AB,L20,9AB,90,49,41,26
L20 9AD,L20,9AD,14,6,8,5
L20 9AE,L20,9AE,92,45,47,34
L20 9AF,L20,9AF,58,38,20,46
L20 9AG,L20,9AG,60,31,29,23
L20 9AH,L20,9AH,62,30,32,24
L20 9AJ,L20,9AJ,80,36,44,37
L20 9AL,L20,9AL,102,46,56,40
L20 9AN,L20,9AN,109,51,58,45
L20 9AP,L20,9AP,84,40,44,33
L20 9AQ,L20,9AQ,36,12,24,12
L20 9AT,L20,9AT,32,16,16,13
L20 9AU,L20,9AU,20,7,13,11
L20 9AW,L20,9AW,83,44,39,31
L20 9AX,L20,9AX,66,26,40,35
L20 9AY,L20,9AY,19,8,11,8
L20 9AZ,L20,9AZ,61,32,29,22
L20 9BA,L20,9BA,25,15,10,14
L20 9BD,L20,9BD,9,6,3,7
L20 9BN,L20,9BN,59,27,32,24
L20 9BP,L20,9BP,58,31,27,21
L20 9BR,L20,9BR,46,23,23,21
L20 9BS,L20,9BS,48,26,22,18
L20 9BT,L20,9BT,71,32,39,29
L20 9BU,L20,9BU,38,16,22,15
L20 9BW,L20,9BW,53,26,27,19
L20 9BX,L20,9BX,16,10,6,9
L20 9BY,L20,9BY,74,40,34,28
L20 9BZ,L20,9BZ,73,39,34,25
L20 9DE,L20,9DE,3,1,2,1
L20 9DN,L20,9DN,17,6,11,11
L20 9DP,L20,9DP,52,27,25,24
L20 9DR,L20,9DR,65,28,37,22
L20 9DS,L20,9DS,50,21,29,21
L20 9DT,L20,9DT,44,23,21,17
L20 9DU,L20,9DU,4,2,2,3
L20 9DX,L20,9DX,3,2,1,1
L20 9DY,L20,9DY,64,37,27,23
L20 9DZ,L20,9DZ,16,7,9,8
L20 9EB,L20,9EB,25,13,12,9
L20 9ED,L20,9ED,44,23,21,16
L20 9EE,L20,9EE,48,20,28,24
L20 9EF,L20,9EF,62,31,31,25
L20 9EG,L20,9EG,60,28,32,24
L20 9EH,L20,9EH,43,23,20,17
L20 9EJ,L20,9EJ,37,15,22,15
L20 9EL,L20,9EL,38,18,20,16
L20 9EN,L20,9EN,43,23,20,21
L20 9EP,L20,9EP,28,13,15,11
L20 9ER,L20,9ER,78,30,48,27
L20 9ES,L20,9ES,61,33,28,26
L20 9ET,L20,9ET,71,30,41,28
L20 9EU,L20,9EU,50,24,26,18
L20 9EW,L20,9EW,81,38,43,37
L20 9EX,L20,9EX,44,21,23,19
L20 9EY,L20,9EY,27,14,13,14
L20 9GA,L20,9GA,1,1,0,1
L20 9HA,L20,9HA,29,12,17,10
L20 9HB,L20,9HB,18,7,11,10
L20 9HD,L20,9HD,59,30,29,20
L20 9HE,L20,9HE,77,35,42,29
L20 9HF,L20,9HF,8,3,5,3
L20 9HG,L20,9HG,41,20,21,15
L20 9HJ,L20,9HJ,9,6,3,4
L20 9HL,L20,9HL,16,10,6,6
L20 9HN,L20,9HN,25,13,12,12
L20 9HP,L20,9HP,1,0,1,1
L20 9HR,L20,9HR,33,17,16,14
L20 9HS,L20,9HS,15,7,8,8
L20 9HT,L20,9HT,9,3,6,7
L20 9HU,L20,9HU,62,31,31,22
L20 9HW,L20,9HW,79,36,43,23
L20 9HX,L20,9HX,39,21,18,12
L20 9HY,L20,9HY,18,6,12,8
L20 9HZ,L20,9HZ,61,22,39,23
L20 9JA,L20,9JA,55,25,30,22
L20 9JB,L20,9JB,45,23,22,21
L20 9JD,L20,9JD,27,14,13,9
L20 9JE,L20,9JE,96,44,52,36
L20 9JF,L20,9JF,32,10,22,12
L20 9JG,L20,9JG,38,16,22,13
L20 9JH,L20,9JH,38,19,19,14
L20 9JJ,L20,9JJ,62,32,30,25
L20 9JL,L20,9JL,33,14,19,12
L20 9JN,L20,9JN,62,34,28,23
L20 9JP,L20,9JP,25,14,11,9
L20 9JQ,L20,9JQ,23,13,10,7
L20 9JR,L20,9JR,64,26,38,26
L20 9JS,L20,9JS,57,23,34,46
L20 9JT,L20,9JT,60,26,34,45
L20 9JU,L20,9JU,45,13,32,22
L20 9JW,L20,9JW,28,15,13,14
L20 9JX,L20,9JX,48,20,28,17
L20 9JY,L20,9JY,18,7,11,12
L20 9LA,L20,9LA,65,27,38,24
L20 9LB,L20,9LB,62,27,35,28
L20 9LD,L20,9LD,54,17,37,21
L20 9LE,L20,9LE,38,17,21,12
L20 9LF,L20,9LF,43,19,24,18
L20 9LG,L20,9LG,42,20,22,17
L20 9LH,L20,9LH,76,35,41,30
L20 9LJ,L20,9LJ,66,31,35,26
L20 9LL,L20,9LL,21,8,13,10
L20 9LN,L20,9LN,44,24,20,19
L20 9LP,L20,9LP,53,28,25,23
L20 9LQ,L20,9LQ,69,33,36,25
L20 9LR,L20,9LR,83,41,42,31
L20 9LS,L20,9LS,50,24,26,20
L20 9LT,L20,9LT,85,37,48,29
L20 9LU,L20,9LU,61,29,32,19
L20 9LW,L20,9LW,74,34,40,30
L20 9LX,L20,9LX,94,54,40,35
L20 9LY,L20,9LY,71,32,39,23
L20 9LZ,L20,9LZ,62,26,36,25
L20 9NA,L20,9NA,77,38,39,29
L20 9NB,L20,9NB,51,22,29,22
L20 9ND,L20,9ND,84,42,42,34
L20 9NE,L20,9NE,27,14,13,9
L20 9NG,L20,9NG,15,10,5,7
L20 9NH,L20,9NH,17,10,7,15
L20 9NJ,L20,9NJ,42,21,21,16
L20 9NL,L20,9NL,51,26,25,20
L20 9NN,L20,9NN,15,6,9,6
L20 9NP,L20,9NP,57,27,30,20
L20 9NR,L20,9NR,29,9,20,14
L20 9NS,L20,9NS,6,3,3,2
L20 9NT,L20,9NT,72,35,37,24
L20 9NU,L20,9NU,3,1,2,1
L20 9NX,L20,9NX,31,13,18,22
L20 9NY,L20,9NY,9,4,5,6
L20 9NZ,L20,9NZ,1,0,1,1
L20 9PA,L20,9PA,26,12,14,12
L20 9PF,L20,9PF,30,16,14,10
L20 9PR,L20,9PR,2,2,0,1
L20 9PS,L20,9PS,35,16,19,0
L20 9QB,L20,9QB,21,8,13,8
L20 9QD,L20,9QD,16,10,6,6
L20 9QE,L20,9QE,22,8,14,9
L21 0DA,L21,0DA,19,7,12,7
L21 0DD,L21,0DD,31,12,19,11
L21 0DE,L21,0DE,56,24,32,29
L21 0DF,L21,0DF,10,5,5,7
L21 0DG,L21,0DG,34,13,21,17
L21 0DH,L21,0DH,20,8,12,12
L21 0DJ,L21,0DJ,28,8,20,16
L21 0DN,L21,0DN,70,32,38,28
L21 0DP,L21,0DP,45,27,18,27
L21 0DQ,L21,0DQ,28,17,11,11
L21 0DR,L21,0DR,62,29,33,26
L21 0DS,L21,0DS,57,27,30,22
L21 0DT,L21,0DT,62,30,32,21
L21 0DU,L21,0DU,91,40,51,32
L21 0DW,L21,0DW,64,34,30,23
L21 0DX,L21,0DX,58,23,35,28
L21 0DY,L21,0DY,41,20,21,18
L21 0DZ,L21,0DZ,41,22,19,20
L21 0EA,L21,0EA,34,15,19,16
L21 0EB,L21,0EB,26,13,13,11
L21 0ED,L21,0ED,54,25,29,23
L21 0EE,L21,0EE,47,20,27,22
L21 0EF,L21,0EF,18,8,10,12
L21 0EG,L21,0EG,77,35,42,34
L21 0EH,L21,0EH,12,6,6,4
L21 0EJ,L21,0EJ,2,2,0,1
L21 0EL,L21,0EL,43,21,22,14
L21 0EN,L21,0EN,70,26,44,32
L21 0EP,L21,0EP,12,8,4,7
L21 0EQ,L21,0EQ,89,39,50,35
L21 0ER,L21,0ER,58,28,30,30
L21 0ES,L21,0ES,64,27,37,24
L21 0ET,L21,0ET,70,32,38,34
L21 0EU,L21,0EU,29,17,12,15
L21 0EW,L21,0EW,48,28,20,20
L21 0EX,L21,0EX,29,15,14,16
L21 0EY,L21,0EY,63,36,27,26
L21 0EZ,L21,0EZ,47,24,23,24
L21 0HA,L21,0HA,26,14,12,11
L21 0HB,L21,0HB,23,13,10,8
L21 0HD,L21,0HD,32,17,15,20
L21 0HE,L21,0HE,60,25,35,24
L21 0HF,L21,0HF,35,15,20,20
L21 0HG,L21,0HG,28,13,15,12
L21 0HH,L21,0HH,43,26,17,15
L21 0HJ,L21,0HJ,98,48,50,43
L21 0HL,L21,0HL,72,31,41,41
L21 0HN,L21,0HN,81,45,36,49
L21 0HP,L21,0HP,48,23,25,13
L21 0HQ,L21,0HQ,46,22,24,21
L21 0HR,L21,0HR,60,26,34,32
L21 0HS,L21,0HS,25,14,11,11
L21 0HT,L21,0HT,60,26,34,33
L21 0HU,L21,0HU,12,5,7,6
L21 0HW,L21,0HW,39,14,25,26
L21 0HX,L21,0HX,142,66,76,57
L21 0HY,L21,0HY,64,30,34,19
L21 0HZ,L21,0HZ,99,46,53,40
L21 0JA,L21,0JA,117,59,58,46
L21 0JB,L21,0JB,71,29,42,29
L21 0JD,L21,0JD,61,30,31,22
L21 0JE,L21,0JE,61,29,32,24
L21 0JG,L21,0JG,9,5,4,8
L21 0JH,L21,0JH,126,60,66,51
L21 0JJ,L21,0JJ,119,56,63,47
L21 0JL,L21,0JL,117,58,59,41
L21 0JP,L21,0JP,15,6,9,6
L21 0JQ,L21,0JQ,105,47,58,51
L21 0JW,L21,0JW,128,61,67,58
L21 0JZ,L21,0JZ,10,5,5,4
L21 1AD,L21,1AD,20,10,10,7
L21 1AE,L21,1AE,26,18,8,20
L21 1AF,L21,1AF,37,14,23,17
L21 1AG,L21,1AG,71,32,39,24
L21 1AH,L21,1AH,82,32,50,35
L21 1AJ,L21,1AJ,26,12,14,9
L21 1AL,L21,1AL,41,16,25,14
L21 1AN,L21,1AN,49,19,30,24
L21 1AP,L21,1AP,51,30,21,39
L21 1AR,L21,1AR,38,19,19,13
L21 1AS,L21,1AS,41,16,25,16
L21 1AT,L21,1AT,86,43,43,28
L21 1AU,L21,1AU,54,45,9,45
L21 1AW,L21,1AW,21,11,10,9
L21 1BA,L21,1BA,56,37,19,45
L21 1BB,L21,1BB,58,21,37,24
L21 1BD,L21,1BD,86,48,38,32
L21 1BE,L21,1BE,41,14,27,18
L21 1BH,L21,1BH,13,10,3,4
L21 1BJ,L21,1BJ,65,32,33,21
L21 1BL,L21,1BL,67,30,37,25
L21 1BN,L21,1BN,95,54,41,34
L21 1BP,L21,1BP,108,50,58,38
L21 1BR,L21,1BR,87,48,39,36
L21 1BS,L21,1BS,17,8,9,10
L21 1BT,L21,1BT,35,15,20,15
L21 1BU,L21,1BU,14,7,7,11
L21 1BX,L21,1BX,42,24,18,18
L21 1BY,L21,1BY,24,10,14,8
L21 1BZ,L21,1BZ,38,18,20,14
L21 1DA,L21,1DA,15,6,9,6
L21 1DB,L21,1DB,50,22,28,23
L21 1DD,L21,1DD,48,21,27,21
L21 1DE,L21,1DE,20,8,12,6
L21 1DG,L21,1DG,61,28,33,17
L21 1DH,L21,1DH,22,14,8,12
L21 1DJ,L21,1DJ,16,9,7,6
L21 1DN,L21,1DN,12,1,11,4
L21 1DP,L21,1DP,52,25,27,24
L21 1DQ,L21,1DQ,25,11,14,12
L21 1DR,L21,1DR,68,34,34,23
L21 1DS,L21,1DS,75,43,32,21
L21 1DT,L21,1DT,64,29,35,27
L21 1DU,L21,1DU,68,47,21,46
L21 1DW,L21,1DW,76,42,34,32
L21 1DX,L21,1DX,52,23,29,20
L21 1DY,L21,1DY,54,25,29,20
L21 1DZ,L21,1DZ,60,28,32,20
L21 1EB,L21,1EB,14,8,6,4
L21 1EE,L21,1EE,43,20,23,20
L21 1EF,L21,1EF,43,20,23,19
L21 1EG,L21,1EG,36,13,23,17
L21 1EH,L21,1EH,37,11,26,18
L21 1EJ,L21,1EJ,68,31,37,27
L21 1EL,L21,1EL,74,36,38,33
L21 1EN,L21,1EN,60,38,22,46
L21 1EQ,L21,1EQ,27,14,13,16
L21 1ER,L21,1ER,28,18,10,16
L21 1ES,L21,1ES,14,8,6,7
L21 1EW,L21,1EW,68,27,41,20
L21 1EX,L21,1EX,44,22,22,20
L21 1EY,L21,1EY,27,15,12,16
L21 1EZ,L21,1EZ,38,17,21,14
L21 1HA,L21,1HA,47,19,28,27
L21 1HD,L21,1HD,48,24,24,26
L21 1HG,L21,1HG,55,26,29,23
L21 1HJ,L21,1HJ,58,32,26,28
L21 1HL,L21,1HL,45,20,25,17
L21 1HP,L21,1HP,19,7,12,8
L21 1HQ,L21,1HQ,46,21,25,26
L21 1HR,L21,1HR,11,6,5,6
L21 1HS,L21,1HS,31,24,7,18
L21 1HT,L21,1HT,93,46,47,43
L21 1HU,L21,1HU,16,12,4,12
L21 1HX,L21,1HX,43,21,22,23
L21 1JF,L21,1JF,38,20,18,25
L21 1JG,L21,1JG,28,15,13,16
L21 1JQ,L21,1JQ,83,41,42,34
L21 1JW,L21,1JW,82,39,43,29
L21 2NA,L21,2NA,20,9,11,9
L21 2NB,L21,2NB,49,23,26,18
L21 2ND,L21,2ND,37,14,23,14
L21 2NE,L21,2NE,19,7,12,11
L21 2PA,L21,2PA,6,2,4,3
L21 2PB,L21,2PB,15,8,7,5
L21 2PE,L21,2PE,74,38,36,53
L21 2PG,L21,2PG,32,17,15,13
L21 2PJ,L21,2PJ,91,46,45,40
L21 2PN,L21,2PN,26,11,15,13
L21 2PP,L21,2PP,17,5,12,9
L21 2PQ,L21,2PQ,22,12,10,6
L21 2PR,L21,2PR,82,45,37,30
L21 2PS,L21,2PS,82,38,44,39
L21 2PT,L21,2PT,71,36,35,31
L21 2PU,L21,2PU,88,47,41,31
L21 2PW,L21,2PW,39,20,19,16
L21 2PX,L21,2PX,79,44,35,34
L21 2PY,L21,2PY,74,34,40,29
L21 2QH,L21,2QH,93,39,54,32
L21 2QJ,L21,2QJ,13,5,8,8
L21 2QL,L21,2QL,37,18,19,12
L21 2QN,L21,2QN,37,18,19,16
L21 3TA,L21,3TA,2,0,2,1
L21 3TB,L21,3TB,8,6,2,6
L21 3TD,L21,3TD,93,50,43,46
L21 3TE,L21,3TE,13,6,7,4
L21 3TF,L21,3TF,17,9,8,10
L21 3TJ,L21,3TJ,4,2,2,1
L21 3TN,L21,3TN,5,3,2,2
L21 3TP,L21,3TP,10,5,5,5
L21 3TR,L21,3TR,38,16,22,22
L21 3TS,L21,3TS,47,24,23,18
L21 3TT,L21,3TT,109,49,60,38
L21 3TX,L21,3TX,15,11,4,10
L21 3TY,L21,3TY,4,3,1,1
L21 3TZ,L21,3TZ,53,25,28,32
L21 3UA,L21,3UA,36,18,18,16
L21 3UB,L21,3UB,6,3,3,2
L21 3UD,L21,3UD,13,4,9,11
L21 4LA,L21,4LA,4,1,3,2
L21 4LB,L21,4LB,59,24,35,27
L21 4LD,L21,4LD,18,10,8,12
L21 4LE,L21,4LE,3,1,2,3
L21 4LF,L21,4LF,21,11,10,7
L21 4LG,L21,4LG,21,13,8,8
L21 4LJ,L21,4LJ,2,2,0,1
L21 4LL,L21,4LL,56,23,33,29
L21 4LN,L21,4LN,57,26,31,21
L21 4LP,L21,4LP,37,18,19,17
L21 4LR,L21,4LR,22,11,11,10
L21 4LU,L21,4LU,1,0,1,1
L21 4LW,L21,4LW,43,18,25,22
L21 4LX,L21,4LX,97,47,50,37
L21 4LY,L21,4LY,73,52,21,56
L21 4LZ,L21,4LZ,36,15,21,12
L21 4NA,L21,4NA,43,22,21,18
L21 4NB,L21,4NB,75,33,42,32
L21 4ND,L21,4ND,2,0,2,2
L21 4NH,L21,4NH,22,10,12,11
L21 4NN,L21,4NN,78,41,37,35
L21 4NP,L21,4NP,68,34,34,32
L21 4NR,L21,4NR,21,6,15,12
L21 4NS,L21,4NS,90,37,53,40
L21 4NT,L21,4NT,50,25,25,23
L21 4NU,L21,4NU,80,35,45,34
L21 4NW,L21,4NW,95,47,48,41
L21 4PA,L21,4PA,41,17,24,22
L21 4PD,L21,4PD,30,19,11,25
L21 4PJ,L21,4PJ,16,9,7,7
L21 4PL,L21,4PL,101,42,59,42
L21 4PN,L21,4PN,45,23,22,39
L21 4PQ,L21,4PQ,60,18,42,48
L21 4PW,L21,4PW,51,26,25,22
L21 4PZ,L21,4PZ,15,7,8,6
L21 5HA,L21,5HA,9,6,3,5
L21 5HB,L21,5HB,54,24,30,22
L21 5HD,L21,5HD,53,24,29,20
L21 5HE,L21,5HE,53,25,28,20
L21 5HF,L21,5HF,50,25,25,21
L21 5HG,L21,5HG,47,20,27,20
L21 5HH,L21,5HH,50,23,27,20
L21 5HJ,L21,5HJ,61,31,30,18
L21 5HL,L21,5HL,35,18,17,10
L21 5HN,L21,5HN,43,24,19,19
L21 5HP,L21,5HP,30,15,15,14
L21 5HQ,L21,5HQ,62,31,31,20
L21 5HR,L21,5HR,45,22,23,25
L21 5HS,L21,5HS,58,29,29,21
L21 5HT,L21,5HT,50,25,25,22
L21 5HU,L21,5HU,37,15,22,19
L21 5HW,L21,5HW,31,17,14,14
L21 5HX,L21,5HX,41,21,20,16
L21 5HY,L21,5HY,11,3,8,8
L21 5HZ,L21,5HZ,13,5,8,4
L21 5JA,L21,5JA,76,37,39,29
L21 5JB,L21,5JB,58,26,32,20
L21 5JD,L21,5JD,45,20,25,22
L21 5JE,L21,5JE,49,20,29,22
L21 5JF,L21,5JF,47,25,22,19
L21 5JG,L21,5JG,48,20,28,28
L21 5JH,L21,5JH,37,19,18,19
L21 5JJ,L21,5JJ,72,33,39,26
L21 5JL,L21,5JL,78,38,40,27
L21 5JN,L21,5JN,55,28,27,20
L21 5JP,L21,5JP,53,30,23,20
L21 5JQ,L21,5JQ,51,23,28,22
L21 5JR,L21,5JR,42,23,19,13
L21 5JS,L21,5JS,39,17,22,14
L21 5JT,L21,5JT,44,20,24,18
L21 5JU,L21,5JU,57,28,29,18
L21 5JW,L21,5JW,51,27,24,19
L21 5JX,L21,5JX,78,41,37,29
L21 6NA,L21,6NA,78,39,39,29
L21 6NB,L21,6NB,64,30,34,23
L21 6ND,L21,6ND,84,32,52,39
L21 6NE,L21,6NE,41,14,27,17
L21 6NF,L21,6NF,66,31,35,27
L21 6NG,L21,6NG,73,35,38,27
L21 6NH,L21,6NH,82,35,47,29
L21 6NJ,L21,6NJ,43,18,25,16
L21 6NL,L21,6NL,38,16,22,18
L21 6NP,L21,6NP,147,63,84,51
L21 6NQ,L21,6NQ,61,26,35,24
L21 6NR,L21,6NR,33,14,19,9
L21 6NT,L21,6NT,31,19,12,17
L21 6NU,L21,6NU,13,10,3,6
L21 6NX,L21,6NX,76,31,45,31
L21 6NY,L21,6NY,20,10,10,17
L21 6NZ,L21,6NZ,84,33,51,32
L21 6PG,L21,6PG,2,1,1,1
L21 6PH,L21,6PH,9,5,4,4
L21 6PU,L21,6PU,40,16,24,14
L21 7GB,L21,7GB,75,31,44,26
L21 7GD,L21,7GD,62,36,26,44
L21 7LA,L21,7LA,46,23,23,17
L21 7LB,L21,7LB,8,5,3,5
L21 7LE,L21,7LE,12,3,9,5
L21 7LH,L21,7LH,30,16,14,11
L21 7LJ,L21,7LJ,44,22,22,22
L21 7LL,L21,7LL,42,23,19,16
L21 7LN,L21,7LN,78,39,39,30
L21 7LP,L21,7LP,8,6,2,3
L21 7LQ,L21,7LQ,37,21,16,15
L21 7LR,L21,7LR,25,11,14,12
L21 7LS,L21,7LS,27,15,12,10
L21 7LT,L21,7LT,65,34,31,23
L21 7LU,L21,7LU,40,18,22,16
L21 7LW,L21,7LW,53,29,24,20
L21 7LY,L21,7LY,33,17,16,11
L21 7LZ,L21,7LZ,15,9,6,6
L21 7NA,L21,7NA,81,41,40,27
L21 7NB,L21,7NB,66,28,38,26
L21 7ND,L21,7ND,34,16,18,12
L21 7NE,L21,7NE,37,11,26,17
L21 7NF,L21,7NF,61,28,33,22
L21 7NG,L21,7NG,62,29,33,24
L21 7NH,L21,7NH,33,18,15,12
L21 7NJ,L21,7NJ,6,3,3,3
L21 7NL,L21,7NL,43,18,25,17
L21 7NN,L21,7NN,44,23,21,15
L21 7NP,L21,7NP,5,3,2,2
L21 7NQ,L21,7NQ,53,24,29,18
L21 7NR,L21,7NR,17,5,12,4
L21 7NS,L21,7NS,16,12,4,12
L21 7NT,L21,7NT,22,12,10,11
L21 7NU,L21,7NU,6,2,4,4
L21 7NX,L21,7NX,83,42,41,42
L21 7PA,L21,7PA,43,13,30,36
L21 7PB,L21,7PB,4,1,3,2
L21 7PD,L21,7PD,14,7,7,6
L21 7PE,L21,7PE,58,25,33,23
L21 7PF,L21,7PF,45,19,26,24
L21 7PG,L21,7PG,2,1,1,1
L21 7PJ,L21,7PJ,5,1,4,2
L21 7PN,L21,7PN,60,37,23,31
L21 7PP,L21,7PP,7,5,2,6
L21 7PQ,L21,7PQ,11,5,6,5
L21 7PR,L21,7PR,34,15,19,14
L21 7PS,L21,7PS,98,43,55,31
L21 7PT,L21,7PT,68,35,33,28
L21 7PX,L21,7PX,23,11,12,14
L21 7PY,L21,7PY,35,15,20,15
L21 7PZ,L21,7PZ,76,32,44,28
L21 7QA,L21,7QA,19,6,13,11
L21 7QB,L21,7QB,87,44,43,40
L21 7QD,L21,7QD,37,17,20,12
L21 7QE,L21,7QE,88,44,44,32
L21 7QF,L21,7QF,93,46,47,32
L21 7QG,L21,7QG,100,45,55,36
L21 7QH,L21,7QH,70,32,38,30
L21 7QJ,L21,7QJ,71,37,34,29
L21 7QL,L21,7QL,32,14,18,12
L21 7QN,L21,7QN,75,37,38,27
L21 7QP,L21,7QP,88,44,44,33
L21 7QQ,L21,7QQ,133,60,73,44
L21 7QR,L21,7QR,80,40,40,28
L21 7QS,L21,7QS,16,4,12,8
L21 7QW,L21,7QW,63,32,31,24
L21 7QX,L21,7QX,52,26,26,46
L21 7QY,L21,7QY,45,24,21,41
L21 7QZ,L21,7QZ,134,61,73,59
L21 7RA,L21,7RA,44,21,23,14
L21 7RB,L21,7RB,40,17,23,19
L21 7RD,L21,7RD,34,18,16,15
L21 7RE,L21,7RE,62,24,38,27
L21 7RF,L21,7RF,40,20,20,15
L21 7RH,L21,7RH,27,13,14,11
L21 8HD,L21,8HD,71,40,31,51
L21 8HE,L21,8HE,19,10,9,11
L21 8HG,L21,8HG,72,28,44,34
L21 8HH,L21,8HH,83,45,38,37
L21 8HJ,L21,8HJ,92,45,47,37
L21 8HL,L21,8HL,52,26,26,24
L21 8HN,L21,8HN,76,31,45,37
L21 8HQ,L21,8HQ,68,29,39,31
L21 8HS,L21,8HS,42,17,25,19
L21 8HT,L21,8HT,40,16,24,25
L21 8HU,L21,8HU,40,18,22,25
L21 8HW,L21,8HW,95,40,55,46
L21 8HX,L21,8HX,41,16,25,28
L21 8HY,L21,8HY,63,27,36,33
L21 8HZ,L21,8HZ,9,3,6,4
L21 8JA,L21,8JA,33,17,16,18
L21 8JB,L21,8JB,86,47,39,30
L21 8JD,L21,8JD,25,12,13,13
L21 8JE,L21,8JE,59,23,36,25
L21 8JF,L21,8JF,40,18,22,16
L21 8JG,L21,8JG,55,32,23,23
L21 8JH,L21,8JH,1,1,0,1
L21 8JN,L21,8JN,39,14,25,18
L21 8JP,L21,8JP,12,10,2,11
L21 8JQ,L21,8JQ,57,22,35,25
L21 8JS,L21,8JS,14,11,3,11
L21 8JT,L21,8JT,12,12,0,10
L21 8JW,L21,8JW,58,26,32,25
L21 8JX,L21,8JX,32,17,15,24
L21 8JY,L21,8JY,47,28,19,25
L21 8JZ,L21,8JZ,38,20,18,23
L21 8LA,L21,8LA,81,43,38,39
L21 8LB,L21,8LB,50,23,27,30
L21 8LD,L21,8LD,8,5,3,6
L21 8LF,L21,8LF,32,20,12,18
L21 8LH,L21,8LH,35,18,17,24
L21 8LL,L21,8LL,92,52,40,42
L21 8LN,L21,8LN,41,19,22,15
L21 8LP,L21,8LP,75,37,38,51
L21 8LQ,L21,8LQ,19,10,9,7
L21 8LS,L21,8LS,112,45,67,53
L21 8LU,L21,8LU,41,17,24,13
L21 8LW,L21,8LW,54,29,25,18
L21 8LY,L21,8LY,44,22,22,22
L21 8LZ,L21,8LZ,43,21,22,13
L21 8NA,L21,8NA,83,39,44,35
L21 8NB,L21,8NB,99,55,44,35
L21 8ND,L21,8ND,66,37,29,30
L21 8NE,L21,8NE,21,11,10,10
L21 8NF,L21,8NF,60,29,31,22
L21 8NG,L21,8NG,27,10,17,11
L21 8NH,L21,8NH,56,27,29,21
L21 8NJ,L21,8NJ,18,8,10,8
L21 8NP,L21,8NP,8,5,3,3
L21 8NQ,L21,8NQ,22,12,10,6
L21 8NR,L21,8NR,12,7,5,7
L21 8NS,L21,8NS,9,6,3,6
L21 8NT,L21,8NT,13,10,3,5
L21 8NU,L21,8NU,21,10,11,6
L21 8NW,L21,8NW,46,22,24,20
L21 8PA,L21,8PA,64,33,31,21
L21 8PB,L21,8PB,48,21,27,18
L21 8PD,L21,8PD,58,28,30,24
L21 8PE,L21,8PE,83,42,41,26
L21 8PF,L21,8PF,17,10,7,7
L21 8PG,L21,8PG,39,18,21,24
L21 8PH,L21,8PH,46,24,22,19
L21 8PJ,L21,8PJ,5,3,2,2
L21 8PN,L21,8PN,42,17,25,22
L21 8PP,L21,8PP,33,19,14,27
L21 8PQ,L21,8PQ,15,6,9,8
L21 8PR,L21,8PR,20,10,10,6
L21 8PS,L21,8PS,54,24,30,19
L21 8PT,L21,8PT,43,18,25,17
L21 8PW,L21,8PW,29,15,14,9
L21 8QB,L21,8QB,20,9,11,8
L21 8QE,L21,8QE,25,15,10,19
L21 8QG,L21,8QG,36,16,20,12
L21 8QP,L21,8QP,16,8,8,6
L21 8QR,L21,8QR,12,6,6,5
L21 8QW,L21,8QW,23,11,12,8
L21 9HA,L21,9HA,57,28,29,19
L21 9HD,L21,9HD,11,7,4,4
L21 9HE,L21,9HE,5,2,3,4
L21 9HF,L21,9HF,9,7,2,4
L21 9HG,L21,9HG,31,11,20,12
L21 9HH,L21,9HH,49,20,29,17
L21 9HL,L21,9HL,92,38,54,40
L21 9HN,L21,9HN,86,38,48,35
L21 9HP,L21,9HP,143,81,62,56
L21 9HQ,L21,9HQ,45,23,22,16
L21 9HR,L21,9HR,109,60,49,46
L21 9HT,L21,9HT,125,60,65,47
L21 9HU,L21,9HU,72,31,41,29
L21 9HW,L21,9HW,135,65,70,43
L21 9HX,L21,9HX,127,56,71,41
L21 9HY,L21,9HY,51,24,27,19
L21 9HZ,L21,9HZ,20,8,12,9
L21 9JA,L21,9JA,36,16,20,18
L21 9JB,L21,9JB,12,5,7,4
L21 9JD,L21,9JD,49,20,29,28
L21 9JE,L21,9JE,63,30,33,22
L21 9JF,L21,9JF,83,37,46,32
L21 9JG,L21,9JG,71,34,37,27
L21 9JH,L21,9JH,29,15,14,14
L21 9JJ,L21,9JJ,64,32,32,24
L21 9JL,L21,9JL,9,5,4,3
L21 9JN,L21,9JN,119,58,61,48
L21 9JP,L21,9JP,30,13,17,10
L21 9JQ,L21,9JQ,56,24,32,24
L21 9JR,L21,9JR,92,45,47,32
L21 9JS,L21,9JS,90,43,47,36
L21 9JT,L21,9JT,82,45,37,29
